date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2019-07-28,2301,107年,0,0,,0,0,0,0,2.92,0,2019-07-22,2019-08-21,0,0,0,0,0,2350867032,2019-07-03,16:12:14
2020-07-03,2301,108年第4季,0,0,,0,0,0,0,3.2,0,2020-06-23,2020-07-24,0,0,0,0,0,2350405032,2020-05-21,17:42:04
2021-07-05,2301,109年第4季,0,0,,0,0,0,0,3.4,0,2021-06-29,2021-07-23,0,0,0,0,0,2350405032,2021-06-11,16:04:23
2021-08-22,2301,110年第2季,0,0,,0,0,0,0,2,0,2021-08-16,2021-09-10,0,0,0,0,0,2350405032,2021-07-30,17:22:15
2022-03-26,2301,110年第4季,0,0,,0,0,0,0,2.5,0,2022-03-18,2022-04-22,0,0,0,0,0,2310405032,2022-02-25,15:17:18
2022-08-22,2301,111年第2季,0,0,,0,0,0,0,1.5,0,2022-08-16,2022-09-08,0,0,0,0,0,2310405032,2022-08-01,15:35:34
2023-03-23,2301,111年第4季,0,0,,0,0,0,0,3,0,2023-03-16,2023-04-21,0,0,0,0,0,2322093032,2023-03-01,16:06:09
2023-08-22,2301,112年第2季,0,0,,0,0,0,0,2,0,2023-08-16,2023-09-08,0,0,0,0,0,2328352232,2023-08-01,15:35:49
2010-07-29,2382,98年,0,0,,0,0,0,0,3.68384028,0,2010-07-22,,1985000000,0,0,0,42000000,0,2010-07-06,16:24:34
2012-08-07,2382,100年,0,0,,0,0,0,0,3.99812339,0,2012-08-01,,2070000000,0,0,0,42000000,0,2012-07-18,10:23:32
2013-08-07,2382,101年,0,0,,0,0,0,0,3.99978622,0,2013-08-01,,2056277103,0,0,0,42000000,0,2013-07-17,15:18:17
2014-08-09,2382,102年,0,0,,0,0,0,0,3.8,0,2014-08-01,2014-09-01,1666000000,0,0,0,40000000,0,2014-07-07,15:11:25
2015-08-04,2382,103年,0,0,,0,0,0,0,4,0,2015-07-29,2015-08-26,1730000000,0,0,0,40000000,0,2015-07-14,16:01:59
2016-08-07,2382,104年,0,0,,0,0,0,0,3.8,0,2016-08-01,2016-08-26,0,0,0,0,0,0,2016-07-12,17:25:55
2017-08-06,2382,105年,0,0,,0,0,0,0,3.5,0,2017-07-31,2017-08-25,0,0,0,0,0,0,2017-07-13,15:44:19
2018-08-05,2382,106年,0,0,,0,0,0,0,3.4,0,2018-07-30,2018-08-24,0,0,0,0,0,0,2018-07-10,15:38:50
2019-08-04,2382,107年,0,0,,0,0,0,0,3.55,0,2019-07-29,2019-08-23,0,0,0,0,0,3862627432,2019-07-12,14:58:31
2020-08-09,2382,108年,0,0,,0,0,0,0,3.7,0,2020-08-03,2020-08-27,0,0,0,0,0,3862627432,2020-07-16,15:47:06
2021-08-01,2382,109年,0,0,,0,0,0,0,5.2,0,2021-07-26,2021-08-19,0,0,0,0,0,3862627432,2021-07-07,15:38:57
2022-08-07,2382,110年,0,0,,0,0,0,0,6.6,0,2022-08-01,2022-08-25,0,0,0,0,0,3862627432,2022-07-15,15:58:54
2023-04-22,2382,111年後半年度,0,0,,0,0,0,0,6,0,2023-04-14,2023-05-19,0,0,0,0,0,3862627432,2023-03-25,14:24:41
2011-09-18,4938,99年,0,0,,0,0,0,0,1.45,0,2011-09-09,,127000000,0,0,0,12000000,0,2011-08-26,10:32:14
2013-10-07,4938,101年,0,0,,0,0,0,0,1.48117354,0,2013-10-01,,299000000,0,0,0,29000000,0,2013-09-13,17:38:59
2014-09-14,4938,102年,0,0,,0,0,0,0,2.76786462,0,2014-09-05,2014-09-30,870000000,0,0,0,85000000,0,2014-08-21,16:46:00
2015-08-10,4938,103年,0,0,,0,0,0,0,4.03741766,0,2015-08-04,2015-08-28,1325000000,0,0,0,131000000,0,2015-07-15,16:22:47
2016-08-08,4938,104年,0,0,,0,0,0,0,5.0297424,0,2016-08-02,2016-08-26,0,0,0,0,0,0,2016-07-18,17:40:27
2017-08-07,4938,105年,0,0,,0,0,0,0,4.92865082,0,2017-08-01,2017-08-30,0,0,0,0,0,0,2017-07-14,16:27:54
2018-08-05,4938,106年,0,0,,0,0,0,0,4.00166594,0,2018-07-30,2018-08-24,0,0,0,0,0,0,2018-07-12,16:26:19
2019-08-06,4938,107年,0,0,,0,0,0,0,3.50089644,0,2019-07-31,2019-08-23,0,0,0,0,0,2611211056,2019-07-11,10:50:52
2020-07-06,4938,108年,0,0,,0,0,0,0,4.50048404,0,2020-06-30,2020-07-30,0,0,0,0,0,2610511056,2020-06-11,17:31:12
2021-07-06,4938,109年,0,0,,0,0,0,0,4.48877769,0,2021-06-30,2021-07-29,0,0,0,0,0,2669531056,2021-06-16,09:56:06
2022-07-06,4938,110年,0,0,,0,0,0,0,5.00137591,0,2022-06-30,2022-07-28,0,0,0,0,0,2667926391,2022-06-16,09:20:40
2023-07-10,4938,111年,0,0,,0,0,0,0,4.00341673,0,2023-07-04,2023-07-27,0,0,0,0,0,2664580353,2023-06-15,09:30:51
2010-08-18,3702,98年,1.799215,0,2010-08-12,0,0,0,0,1.999128,0,2010-08-12,,20000000,0,0,0,27000000,0,2010-07-28,18:59:01
2011-08-20,3702,99年,0,0.9,2011-08-12,0,0,0,0,2.1,0,2011-08-12,,35000000,0,0,0,33000000,0,2011-07-29,15:04:20
2012-07-31,3702,100年,0,0,,0,0,0,0,2.6,0,2012-07-25,,41000000,0,0,0,36000000,0,2012-07-12,14:11:18
2013-07-31,3702,101年,0,0,,0,0,0,0,2.4,0,2013-07-25,,48000000,0,0,0,37000000,0,2013-07-10,16:42:08
2014-08-15,3702,102年,0,0,,0,0,0,0,2.3,0,2014-08-07,2014-09-10,57000000,0,0,0,37000000,0,2014-07-24,09:24:33
2015-08-12,3702,103年,0,0,,0,0,0,0,2.5,0,2015-08-06,2015-09-04,20891890,0,0,0,33323286,0,2015-07-23,14:47:16
2016-08-07,3702,104年,0,0,,0,0,0,0,2.4,0,2016-08-01,2016-08-30,0,0,0,0,0,0,2016-07-15,16:10:47
2017-08-19,3702,105年,0,0,,0,0,0,0,2.28940817,0,2017-08-11,2017-09-08,0,0,0,0,0,0,2017-07-28,09:41:06
2018-07-31,3702,106年,0,0,,0,0,0,0,2.4,0,2018-07-25,2018-08-24,0,0,0,0,0,0,2018-07-10,16:01:24
2019-08-26,3702,不適用,0,0,2019-08-20,0,0,0,0,0,0,,,0,200000000,9.53,50,0,1679056833,2019-08-13,17:36:48
2020-08-08,3702,108年,0,0,,0,0,0,0,2.4,0,2020-07-31,2020-08-28,0,0,0,0,0,1679056833,2020-07-16,16:56:51
2021-08-17,3702,109年,0,0,,0,0,0,0,3.1,0,2021-08-11,2021-08-31,0,0,0,0,0,1679056833,2021-07-28,10:04:35
2022-07-25,3702,110年,0,0,,0,0,0,0,3.5,0,2022-07-19,2022-08-15,0,0,0,0,0,1679056833,2022-07-04,17:45:56
2023-07-31,3702,111年,0,0,,0,0,0,0,3.85,0,2023-07-25,2023-08-21,0,0,0,0,0,1679056833,2023-07-10,16:32:34
2011-08-15,1309,99年,1.2,0,2011-08-09,0,0,0,0,0.5,0,2011-08-09,,4800000,0,0,0,0,0,2011-07-26,12:02:03
2012-08-15,1309,100年,0.5,0,2012-08-09,0,0,0,0,0.2,0,2012-08-09,,2500000,0,0,0,0,0,2012-07-26,14:39:21
2019-08-02,1309,107年,0.2,0,2019-07-25,0,0,0,0,0.2,0,2019-07-25,2019-08-23,0,0,0,0,0,327651855,2019-07-09,17:11:23
2020-07-29,1309,108年,0.3,0,2020-07-23,0,0,0,0,0.3,0,2020-07-23,2020-08-28,0,0,0,0,0,334204892,2020-07-08,14:55:01
2021-09-10,1309,109年,1,0,2021-09-02,0,0,0,0,2,0,2021-09-02,2021-10-07,0,0,0,0,0,344231038,2021-08-18,14:03:18
2022-08-05,1309,110年,0.5,0,2022-07-28,0,0,0,0,2,0,2022-07-28,2022-08-31,0,0,0,0,0,378654141,2022-07-08,16:56:52
2023-08-04,1309,111年,0,0,,0,0,0,0,0.5,0,2023-07-27,2023-08-25,0,0,0,0,0,397586848,2023-07-07,17:14:18
2010-07-14,1326,99年,0,0,,0,0,0,0,4.5,0,2010-07-08,,60041000,0,0,0,0,0,2010-06-22,11:57:41
2011-07-15,1326,100年,0,0,,0,0,0,0,7.5,0,2011-07-07,,181831000,0,0,0,0,0,2011-06-20,19:14:13
2012-07-10,1326,101年,0,0,,0,0,0,0,4,0,2012-07-04,,98457000,0,0,0,0,0,2012-06-18,17:25:27
2013-07-28,1326,101年,0.3,0,2013-07-22,0,0,0,0,0.65,0,2013-07-22,,9716000,0,0,0,0,0,2013-07-04,15:28:23
2014-07-12,1326,102年,0,0,,0,0,0,0,2.5,0,2014-07-04,,51345046,0,0,0,0,0,2014-06-18,15:32:39
2015-07-27,1326,103年,0,0,,0,0,0,0,1.2,0,2015-07-21,2015-08-19,24257154,0,0,0,0,0,2015-07-01,11:53:01
2016-07-12,1326,104年,0,0,,0,0,0,0,3.5,0,2016-07-06,2016-08-03,0,0,0,0,0,0,2016-06-21,09:56:35
2017-07-12,1326,105年,0,0,,0,0,0,0,5.6,0,2017-07-06,2017-08-04,0,0,0,0,0,0,2017-06-20,10:04:20
2018-07-11,1326,106年,0,0,,0,0,0,0,7,0,2018-07-05,2018-08-01,0,0,0,0,0,0,2018-06-20,17:29:07
2019-07-02,1326,107年,0,0,,0,0,0,0,6.2,0,2019-06-26,2019-07-30,0,0,0,0,0,5861186291,2019-06-11,17:46:25
2020-07-07,1326,108年,0,0,,0,0,0,0,3.8,0,2020-07-01,2020-07-30,0,0,0,0,0,5861186291,2020-06-11,15:41:07
2021-08-02,1326,109年,0,0,,0,0,0,0,2.5,0,2021-07-27,2021-08-24,0,0,0,0,0,5861186291,2021-07-12,16:20:01
2022-07-04,1326,110年,0,0,,0,0,0,0,4.8,0,2022-06-28,2022-07-29,0,0,0,0,0,5861186291,2022-06-14,10:41:08
2023-06-20,1326,111年,0,0,,0,0,0,0,0.95,0,2023-06-14,2023-07-14,0,0,0,0,0,5861186291,2023-05-30,17:49:18
2010-08-18,2883,98年,0.1,0,2010-08-12,0,0,0,0,0.5,0,2010-08-12,,66000000,0,0,0,40000000,0,2010-07-28,17:50:35
2011-07-19,2883,100年,0,0,,0,0,0,0,0.591818,0,2011-07-13,,78000000,0,0,0,60000000,0,2011-06-28,17:34:14
2011-08-17,2883,99年,0.098636,0,2011-08-11,0,0,0,0,0,0,,,78000000,0,0,0,60000000,0,2011-07-27,17:59:57
2013-07-31,2883,101年,0,0,,0,0,0,0,0.18,0,2013-07-25,,34100000,0,0,0,33000000,0,2013-07-09,16:38:40
2014-07-16,2883,102年,0,0,,0,0,0,0,0.4,0,2014-07-10,,98000000,0,0,0,70000000,0,2014-06-23,16:23:12
2015-07-11,2883,103年,0,0,,0,0,0,0,0.6,0,2015-07-03,2015-07-24,102000000,0,0,0,75000000,0,2015-06-15,16:28:59
2016-06-09,2883,104年,0,0,,0,0,0,0,0.5,0,2016-06-03,2016-06-24,0,0,0,0,0,0,2016-05-19,14:36:08
2017-07-11,2883,105年,0,0,,0,0,0,0,0.5,0,2017-07-05,2017-08-04,0,0,0,0,0,0,2017-06-19,11:42:22
2018-07-18,2883,106年,0,0,,0,0,0,0,0.6,0,2018-07-12,2018-08-10,0,0,0,0,0,0,2018-06-25,16:56:13
2019-07-10,2883,107年,0,0,,0,0,0,0,0.245,0.055,2019-07-04,2019-07-31,0,0,0,0,0,14965982132,2019-06-17,11:42:42
2020-07-12,2883,108年,0,0,,0,0,0,0,0.6,0,2020-07-06,2020-07-31,0,0,0,0,0,14971097599,2020-06-16,11:53:36
2021-08-16,2883,109年,0,0,,0,0,0,0,0.54973791,0,2021-08-10,2021-09-03,0,0,0,0,0,14997001461,2021-07-23,11:22:24
2022-07-12,2883,110年,0,0,,0,0,0,0,1.00007775,0,2022-07-06,2022-08-03,0,0,0,0,0,16847243631,2022-06-21,20:34:28
2010-07-11,3045,98年,0,0,,0,0,0,0,5.02783,0,2010-07-05,,374825512,0,0,0,37482551,0,2010-06-18,18:15:16
2011-07-08,3045,99年,0,0,,0,0,0,0,4.1619,0,2011-06-30,,373059447,0,0,0,37305945,0,2011-06-16,09:19:55
2012-07-15,3045,100年,0,0,,0,0,0,0,5.16,0,2012-07-09,,362844193,0,0,0,36284419,0,2012-06-22,18:23:27
2013-07-14,3045,101年,0,0,,0,0,0,0,5.4,0.1,2013-07-08,,396673322,0,0,0,39667332,0,2013-06-21,17:04:38
2014-07-05,3045,102年,0,0,,0,0,0,0,5.6,0,2014-06-27,,420753082,0,0,0,42075308,0,2014-06-12,15:31:37
2015-07-04,3045,103年,0,0,,0,0,0,0,5.6,0,2015-06-26,2015-07-17,396056971,0,0,0,33845697,0,2015-06-10,16:27:59
2016-07-06,3045,104年,0,0,,0,0,0,0,5.6,0,2016-06-30,2016-07-21,0,0,0,0,0,0,2016-06-15,17:23:52
2017-07-17,3045,105年,0,0,,0,0,0,0,5.208,0.392,2017-07-11,2017-08-03,0,0,0,0,0,0,2017-06-15,11:35:10
2018-07-16,3045,106年,0,0,,0,0,0,0,5,0.6,2018-07-10,2018-08-01,0,0,0,0,0,0,2018-06-13,09:22:09
2019-07-15,3045,107年,0,0,,0,0,0,0,5.54897,0,2019-07-09,2019-07-31,0,0,0,0,0,2769201493,2019-06-21,16:31:18
2020-07-25,3045,108年,0,0,,0,0,0,0,4.183,0.567,2020-07-17,2020-08-12,0,0,0,0,0,2810624891,2020-07-01,17:35:11
2021-08-29,3045,109年,0,0,,0,0,0,0,3.38353,0.916,2021-08-23,2021-09-11,0,0,0,0,0,2813970069,2021-08-09,10:22:57
2022-07-16,3045,110年,0,0,,0,0,0,0,3.7412,0.5588,2022-07-08,2022-08-03,0,0,0,0,0,2820482002,2022-06-24,08:55:48
2023-07-08,3045,111年,0,0,,0,0,0,0,3.5036,0.7964,2023-06-30,2023-07-26,0,0,0,0,0,2820482002,2023-06-14,09:27:33
2010-08-18,1216,98年,1,0,2010-08-12,0,0,0,0,0.8,0,2010-08-12,,650964871,0,0,0,141494913,0,2010-07-28,15:29:00
2011-08-15,1216,99年,0.6,0,2011-08-09,0,0,0,0,1.4,0,2011-08-09,,955370144,0,0,0,196722710,0,2011-07-22,15:12:48
2012-08-17,1216,100年,0.7,0,2012-08-09,0,0,0,0,1,0,2012-08-09,,817572476,0,0,0,170058260,0,2012-07-24,11:10:16
2013-08-16,1216,101年,0.6,0,2013-08-08,0,0,0,0,1.4,0,2013-08-08,,1017561122,0,0,0,223332114,0,2013-07-22,15:01:05
2014-08-15,1216,102年,0.6,0,2014-08-07,0,0,0,0,1.5,0,2014-08-07,2014-09-11,1068486193,0,0,0,228478232,0,2014-07-15,10:55:06
2015-08-14,1216,103年,0.4,0,2015-08-06,0,0,0,0,1.4,0,2015-08-06,2015-09-10,971108690,0,0,0,199475580,0,2015-07-17,16:48:40
2016-08-12,1216,104年,0,0,,0,0,0,0,2,0,2016-08-04,2016-09-09,0,0,0,0,0,0,2016-07-20,17:17:55
2017-08-11,1216,105年,0,0,,0,0,0,0,2.1,0,2017-08-03,2017-09-08,0,0,0,0,0,0,2017-07-10,10:57:36
2018-08-10,1216,106年,0,0,,0,0,0,0,5.5,0,2018-08-02,2018-09-07,0,0,0,0,0,0,2018-07-13,11:49:05
2019-08-09,1216,107年,0,0,,0,0,0,0,2.5,0,2019-08-01,2019-09-06,0,0,0,0,0,5682015421,2019-07-15,14:34:36
2020-08-14,1216,108年,0,0,,0,0,0,0,2.5,0,2020-08-06,2020-09-11,0,0,0,0,0,5682015421,2020-07-15,10:09:33
2021-09-17,1216,109年,0,0,,0,0,0,0,2.7,0,2021-09-09,2021-10-15,0,0,0,0,0,5682015421,2021-08-18,16:45:27
2022-08-11,1216,110年,0,0,,0,0,0,0,2.7,0,2022-08-04,2022-09-08,0,0,0,0,0,5682015421,2022-07-15,15:59:12
2023-08-11,1216,111年,0,0,,0,0,0,0,3.15,0,2023-08-03,2023-09-08,0,0,0,0,0,5682015421,2023-07-12,15:53:05
2010-08-30,2379,98年,0.1,0,2010-08-24,3668508,36685080,43.48,0.01,3.85,0,2010-08-24,,581813484,0,0,0,55410802,0,2010-08-02,12:04:24
2011-08-30,2379,99年,0.1,0,2011-08-24,1885567,18855670,38.85,0,2.5,0,2011-08-24,,322601948,0,0,0,28388967,0,2011-07-28,15:31:22
2012-08-28,2379,100年,0.1,0,2012-08-22,1726872,17268720,25.98,0,2,0.3,2012-08-22,,263641784,0,0,0,21091340,0,2012-07-24,14:19:44
2013-08-21,2379,101年,0.1,0,2013-08-15,1184045,11840450,19.18,0,1.2,2.2,2013-08-15,,144338614,0,0,0,17764747,0,2013-07-29,11:28:25
2014-09-01,2379,102年,0,0,,0,0,0,0,5,0,2014-08-26,2014-10-02,737608650,0,0,0,38492244,0,2014-08-11,10:28:07
2015-09-08,2379,103年,0,0,,0,0,0,0,6,0,2015-09-02,2015-10-07,1030235732,0,0,0,68017323,0,2015-08-03,08:54:02
2016-09-07,2379,104年,0,0,,0,0,0,0,3,1,2016-09-01,2016-10-05,0,0,0,0,0,0,2016-08-01,09:07:54
2017-09-14,2379,105年,0,0,,0,0,0,0,4,1,2017-09-07,2017-10-13,0,0,0,0,0,0,2017-07-31,10:44:06
2018-09-12,2379,106年,0,0,,0,0,0,0,4.5,1,2018-09-06,2018-10-05,0,0,0,0,0,0,2018-08-21,16:37:20
2019-09-11,2379,107年,0,0,,0,0,0,0,6,1,2019-09-05,2019-10-09,0,0,0,0,0,508095464,2019-08-21,17:31:07
2020-09-14,2379,108年,0,0,,0,0,0,0,9,2,2020-09-08,2020-10-07,0,0,0,0,0,510684875,2020-08-21,16:00:58
2021-09-14,2379,109年,0,0,,0,0,0,0,12,2,2021-09-08,2021-10-07,0,0,0,0,0,510684875,2021-08-24,18:13:41
2022-09-18,2379,110年,0,0,,0,0,0,0,25,2,2022-09-12,2022-10-07,0,0,0,0,0,512863641,2022-08-25,09:58:04
2023-09-17,2379,111年,0,0,,0,0,0,0,26,1,2023-09-11,2023-10-06,0,0,0,0,0,512863641,2023-08-24,16:57:50
2010-08-30,1102,98年,0.3,0,2010-08-24,0,0,0,0,1.8,0,2010-08-24,,269679334,0,0,0,202259500,0,2010-08-06,17:43:56
2011-08-30,1102,99年,0.2,0,2011-08-24,0,0,0,0,1.9,0,2011-08-24,,277769714,0,0,0,208327285,0,2011-08-09,15:51:48
2012-08-27,1102,100年,0.3,0,2012-08-21,0,0,0,0,2.3,0,2012-08-21,,350783467,0,0,0,263087600,0,2012-08-06,17:01:49
2013-09-04,1102,101年,0.2,0,2013-08-29,0,0,0,0,1.7,0,2013-08-29,,264032017,0,0,0,198024013,0,2013-08-15,14:16:28
2014-09-03,1102,102年,0.2,0,2014-08-28,0,0,0,0,1.8,0,2014-08-28,2014-09-25,283487008,0,0,0,212615256,0,2014-08-15,17:09:48
2015-09-07,1102,103年,0,0,,0,0,0,0,2.2,0,2015-09-01,2015-09-25,318072423,0,0,0,238554317,0,2015-08-11,17:18:19
2016-09-06,1102,104年,0,0,,0,0,0,0,1.1,0,2016-08-31,2016-09-30,0,0,0,0,0,0,2016-08-15,18:03:08
2017-09-05,1102,105年,0,0,,0,0,0,0,0.9,0,2017-08-30,2017-09-27,0,0,0,0,0,0,2017-08-11,18:12:21
2018-09-05,1102,106年,0,0,,0,0,0,0,1.2,0,2018-08-30,2018-09-28,0,0,0,0,0,0,2018-08-15,10:04:04
2019-07-30,1102,107年,0,0,,0,0,0,0,2.8,0,2019-07-24,2019-08-16,0,0,0,0,0,3361447198,2019-07-09,10:25:07
2020-07-29,1102,108年,0,0,,0,0,0,0,3,0,2020-07-23,2020-08-18,0,0,0,0,0,3361447198,2020-07-08,11:27:38
2021-08-11,1102,109年,0,0,,0,0,0,0,3.46283787,0,2021-08-05,2021-09-06,0,0,0,0,0,3446057251,2021-07-20,16:19:58
2022-08-03,1102,110年,0,0,,0,0,0,0,3.39965914,0,2022-07-28,2022-08-26,0,0,0,0,0,3545927557,2022-07-13,17:10:04
2023-07-26,1102,111年第4季,0,0,,0,0,0,0,2.29958798,0,2023-07-20,2023-08-17,0,0,0,0,0,3546562881,2023-07-07,15:34:33
2010-08-17,2892,98年,0.25,0,2010-08-11,0,0,0,0,0.5,0,2010-08-11,,750310,0,0,0,25010345,0,2010-07-23,16:12:05
2011-08-06,2892,100年,0.6,0,2011-07-29,0,0,0,0,0.3,0,2011-07-29,,4366869,800000000,9.26,20.5,63287959,0,2011-07-22,14:21:40
2012-08-18,2892,100年,0.55,0.05,2012-08-10,0,0,0,0,0.4,0,2012-08-10,,4857865,0,0,0,68420637,0,2012-07-27,10:35:21
2013-08-10,2892,101年,0.65,0,2013-08-02,0,0,0,0,0.45,0,2013-08-02,,4395098,0,0,0,91564550,0,2013-07-18,17:46:12
2014-08-09,2892,102年,0.7,0,2014-08-01,0,0,0,0,0.5,0,2014-08-01,2014-08-20,4243304,0,0,0,97997772,0,2014-07-17,16:53:45
2015-08-08,2892,103年,0.65,0,2015-07-31,0,0,0,0,0.7,0,2015-07-31,2015-08-20,7403042,1600000000,12.96,14.7,126764413,0,2015-07-24,17:11:08
2016-08-13,2892,104年,0.45,0,2016-08-05,0,0,0,0,0.95,0,2016-08-05,2016-08-25,0,0,0,0,0,0,2016-07-21,18:05:53
2017-08-12,2892,105年,0.2,0,2017-08-04,0,0,0,0,1.2,0,2017-08-04,2017-08-24,0,0,0,0,0,0,2017-07-20,15:57:15
2018-08-18,2892,106年,0.1,0,2018-08-10,0,0,0,0,0.9,0,2018-08-10,2018-08-30,0,0,0,0,0,0,2018-07-26,17:33:47
2019-08-17,2892,107年,0.1,0,2019-08-09,0,0,0,0,1,0,2019-08-09,2019-08-29,0,0,0,0,0,12338557223,2019-07-25,15:43:05
2020-08-15,2892,108年,0.3,0,2020-08-07,0,0,0,0,1.05,0,2020-08-07,2020-08-27,0,0,0,0,0,12461942795,2020-07-24,09:41:57
2021-09-03,2892,109年,0.1,0,2021-08-26,0,0,0,0,0.9,0,2021-08-26,2021-09-15,0,0,0,0,0,12835801078,2021-08-11,17:07:52
2022-08-12,2892,110年,0.2,0,2022-08-04,0,0,0,0,1,0,2022-08-04,2022-08-25,0,0,0,0,0,12964159088,2022-07-20,17:39:44
2023-08-19,2892,111年,0.3,0,2023-08-11,0,0,0,0,0.8,0,2023-08-11,2023-08-31,0,0,0,0,0,13223442269,2023-07-27,17:08:03
2010-08-27,2884,98年,0.39770039,0,2010-08-19,5228000,52280000,3.47,0,0.1988502,0,2010-08-19,,1439250,0,0,0,22698750,0,2010-08-03,12:08:15
2011-08-23,2884,100年,0,0,2011-08-17,0,0,0,0,0,0,,,0,500000000,9.86,15,35655937,0,2011-08-11,09:51:28
2011-09-02,2884,99年,0.7,0,2011-08-25,5469000,54690000,2.01,0,0.2,0,2011-08-25,,3603712,0,0,0,35655937,0,2011-08-01,16:46:40
2012-08-24,2884,100年,0.5,0,2012-08-16,6950000,69500000,2.95,0,0.2,0,2012-08-16,,345625,0,0,0,33359375,0,2012-07-30,17:48:38
2013-08-23,2884,101年,1,0,2013-08-15,12530000,125300000,2.44,0,0.3,0,2013-08-15,,1200187,0,0,0,67853229,0,2013-07-31,20:19:35
2014-04-26,2884,103年,0,0,2014-04-18,0,0,0,0,0,0,,,0,700000000,9.11,15,78646115,0,2014-04-11,17:31:15
2014-08-29,2884,102年,0.89169752,0,2014-08-21,13282625,132826250,2.25,0,0.27642623,0,2014-08-21,2014-09-19,2164145,0,0,0,78646115,0,2014-08-06,15:20:17
2015-08-07,2884,103年,0.8693514,0,2015-07-30,15279576,152795760,2.35,0,0.4346757,0,2015-07-30,2015-08-31,1598734,0,0,0,90000000,0,2015-07-13,17:28:44
2016-08-05,2884,104年,1,0,2016-07-28,0,0,0,0,0.43,0,2016-07-28,2016-08-29,0,0,0,0,0,0,2016-07-13,17:57:40
2017-04-22,2884,106年,0,0,2017-04-14,0,0,0,0,0,0,,,0,700000000,5.99,15,0,0,2017-04-07,17:47:39
2017-08-15,2884,105年,0.74083715,0,2017-08-09,0,0,0,0,0.49080461,0,2017-08-09,2017-09-11,0,0,0,0,0,0,2017-07-19,17:52:19
2018-08-03,2884,106年,0.61261597,0,2018-07-26,0,0,0,0,0.61258403,0,2018-07-26,2018-08-27,0,0,0,0,0,0,2018-07-10,11:51:50
2019-08-02,2884,107年,0.71101405,0,2019-07-25,0,0,0,0,0.70998595,0,2019-07-25,2019-08-27,0,0,0,0,0,10828900000,2019-07-10,10:03:41
2020-08-03,2884,108年,0.79693618,0,2020-07-28,0,0,0,0,0.79106382,0,2020-07-28,2020-08-26,0,0,0,0,0,11619500000,2020-07-10,17:28:08
2021-09-06,2884,109年,0.61111951,0,2021-08-31,0,0,0,0,0.61,0,2021-08-31,2021-09-24,0,0,0,0,0,12567100000,2021-08-16,16:47:34
2022-08-04,2884,110年,0.67392509,0,2022-07-28,0,0,0,0,0.67,0,2022-07-28,2022-08-31,0,0,0,0,0,13354600000,2022-07-14,09:27:20
2023-04-15,2884,不適用,0,0,2023-04-07,0,0,0,0,0,0,,,0,800000000,4.2,20,0,14275100000,2023-03-28,15:59:24
2023-08-03,2884,111年,0.37877029,0,2023-07-27,0,0,0,0,0.18938647,0,2023-07-27,2023-08-30,0,0,0,0,0,15075100000,2023-07-12,16:42:46
2010-08-17,2886,98年,0,0,,0,0,0,0,1,0,2010-08-11,,20637000,0,0,0,64493000,0,2010-07-28,14:15:48
2011-08-29,2886,99年,0.2,0,2011-08-23,0,0,0,0,0.9,0,2011-08-23,,10892000,0,0,0,67998000,0,2011-07-27,14:41:38
2012-08-14,2886,100年,0.15,0,2012-08-08,0,0,0,0,0.85,0,2012-08-08,,10185989,0,0,0,79559000,0,2012-07-25,14:21:17
2013-08-19,2886,101年,0,0,,0,0,0,0,1.1,0,2013-08-13,,10240000,0,0,0,96899000,0,2013-07-24,09:26:10
2013-11-04,2886,102年,0,0,2013-10-29,0,0,0,0,0,0,,,0,1000000000,7.96,21.5,96899000,0,2013-10-22,10:13:24
2014-08-19,2886,102年,0,0,,0,0,0,0,1.11,0,2014-08-13,2014-09-05,10150000,0,0,0,101201000,0,2014-07-24,09:38:35
2015-08-19,2886,103年,0,0,,0,0,0,0,1.4,0,2015-08-13,2015-09-04,10307000,0,0,0,136163000,0,2015-07-28,17:58:08
2015-11-08,2886,104年,0,0,2015-11-02,0,0,0,0,0,0,,,0,1150000000,8.12,21.01,136163000,0,2015-10-26,18:07:09
2016-08-21,2886,104年,0,0,,0,0,0,0,1.5,0,2016-08-15,2016-09-02,0,0,0,0,0,0,2016-07-27,11:16:15
2017-08-16,2886,105年,0,0,,0,0,0,0,1.42,0,2017-08-10,2017-09-01,0,0,0,0,0,0,2017-07-25,18:49:01
2018-08-15,2886,106年,0,0,,0,0,0,0,1.5,0,2018-08-09,2018-09-06,0,0,0,0,0,0,2018-07-25,10:52:31
2019-08-17,2886,107年,0,0,,0,0,0,0,1.7,0,2019-08-09,2019-09-05,0,0,0,0,0,13599823983,2019-07-24,14:06:33
2020-08-19,2886,108年,0,0,,0,0,0,0,1.7,0,2020-08-13,2020-09-04,0,0,0,0,0,13599823983,2020-07-29,15:44:19
